Size, Type, Time
100, "Built-in", 0.000009
1000, "Sequential", 0.000173
1000, "Parallel", 0.016597
1000, "Built-in", 0.000125
600, "Sequential", 0.000049
600, "Parallel", 0.016125
600, "Built-in", 0.000069
1000, "Sequential", 0.000172
1000, "Parallel", 0.018462
1000, "Built-in", 0.000121
100, "Sequential", 0.000014
100, "Parallel", 0.005474
100, "Built-in", 0.000009
600, "Sequential", 0.000048
600, "Parallel", 0.013258
600, "Built-in", 0.000076
1000, "Sequential", 0.000087
1000, "Parallel", 0.012475
1000, "Built-in", 0.000123
200, "Sequential", 0.000015
200, "Parallel", 0.011153
200, "Built-in", 0.000037
700, "Sequential", 0.000060
700, "Parallel", 0.013728
700, "Built-in", 0.000083
500, "Sequential", 0.000083
500, "Parallel", 0.020308
500, "Built-in", 0.000063
500, "Sequential", 0.000041
500, "Parallel", 0.017595
500, "Built-in", 0.000063
300, "Sequential", 0.000023
300, "Parallel", 0.007508
300, "Built-in", 0.000050
100, "Sequential", 0.000007
100, "Parallel", 0.005454
100, "Built-in", 0.000009
800, "Sequential", 0.000067
800, "Parallel", 0.012746
800, "Built-in", 0.000094
500, "Sequential", 0.000082
500, "Parallel", 0.016541
500, "Built-in", 0.000064
100, "Sequential", 0.000007
100, "Parallel", 0.006953
100, "Built-in", 0.000009
100, "Sequential", 0.000007
100, "Parallel", 0.008811
100, "Built-in", 0.000009
400, "Sequential", 0.000066
400, "Parallel", 0.011265
400, "Built-in", 0.000061
400, "Sequential", 0.000031
400, "Parallel", 0.011607
400, "Built-in", 0.000048
700, "Sequential", 0.000060
700, "Parallel", 0.020223
700, "Built-in", 0.000084
900, "Sequential", 0.000079
900, "Parallel", 0.018337
900, "Built-in", 0.000115
400, "Sequential", 0.000064
400, "Parallel", 0.009945
400, "Built-in", 0.000061
1000, "Sequential", 0.000186
1000, "Parallel", 0.027039
1000, "Built-in", 0.000144
800, "Sequential", 0.000132
800, "Parallel", 0.014397
800, "Built-in", 0.000104
300, "Sequential", 0.000023
300, "Parallel", 0.008132
300, "Built-in", 0.000050
900, "Sequential", 0.000156
900, "Parallel", 0.026366
900, "Built-in", 0.000103
100, "Sequential", 0.000014
100, "Parallel", 0.007240
100, "Built-in", 0.000008
1000, "Sequential", 0.000173
1000, "Parallel", 0.024232
1000, "Built-in", 0.000127
800, "Sequential", 0.000132
800, "Parallel", 0.017448
800, "Built-in", 0.000103
900, "Sequential", 0.000078
900, "Parallel", 0.019778
900, "Built-in", 0.000109
900, "Sequential", 0.000078
900, "Parallel", 0.028105
900, "Built-in", 0.000114
200, "Sequential", 0.000015
200, "Parallel", 0.009444
200, "Built-in", 0.000039
800, "Sequential", 0.000067
800, "Parallel", 0.012701
800, "Built-in", 0.000095
300, "Sequential", 0.000023
300, "Parallel", 0.004965
300, "Built-in", 0.000039
800, "Sequential", 0.000067
800, "Parallel", 0.007829
800, "Built-in", 0.000088
1000, "Sequential", 0.000153
1000, "Parallel", 0.021046
1000, "Built-in", 0.000115
500, "Sequential", 0.000041
500, "Parallel", 0.008405
500, "Built-in", 0.000056
400, "Sequential", 0.000033
400, "Parallel", 0.006621
400, "Built-in", 0.000048
300, "Sequential", 0.000023
300, "Parallel", 0.005079
300, "Built-in", 0.000037
800, "Sequential", 0.000066
800, "Parallel", 0.007910
800, "Built-in", 0.000088
600, "Sequential", 0.000050
600, "Parallel", 0.007616
600, "Built-in", 0.000067
600, "Sequential", 0.000049
600, "Parallel", 0.008349
600, "Built-in", 0.000072
400, "Sequential", 0.000032
400, "Parallel", 0.007118
400, "Built-in", 0.000051
400, "Sequential", 0.000064
400, "Parallel", 0.008246
400, "Built-in", 0.000048
100, "Sequential", 0.000007
100, "Parallel", 0.004374
100, "Built-in", 0.000008
600, "Sequential", 0.000051
600, "Parallel", 0.011173
600, "Built-in", 0.000065
300, "Sequential", 0.000023
300, "Parallel", 0.005662
300, "Built-in", 0.000042
800, "Sequential", 0.000066
800, "Parallel", 0.011191
800, "Built-in", 0.000090
700, "Sequential", 0.000059
700, "Parallel", 0.010142
700, "Built-in", 0.000078
1000, "Sequential", 0.000088
1000, "Parallel", 0.013998
1000, "Built-in", 0.000109
500, "Sequential", 0.000042
500, "Parallel", 0.010507
500, "Built-in", 0.000057
200, "Sequential", 0.000030
200, "Parallel", 0.007580
200, "Built-in", 0.000025
800, "Sequential", 0.000067
800, "Parallel", 0.008991
800, "Built-in", 0.000092
800, "Sequential", 0.000067
800, "Parallel", 0.013117
800, "Built-in", 0.000091
300, "Sequential", 0.000023
300, "Parallel", 0.004339
300, "Built-in", 0.000038
600, "Sequential", 0.000050
600, "Parallel", 0.008047
600, "Built-in", 0.000074
900, "Sequential", 0.000077
900, "Parallel", 0.013808
900, "Built-in", 0.000100
600, "Sequential", 0.000050
600, "Parallel", 0.009706
600, "Built-in", 0.000066
700, "Sequential", 0.000060
700, "Parallel", 0.009040
700, "Built-in", 0.000271
400, "Sequential", 0.000032
400, "Parallel", 0.005899
400, "Built-in", 0.000051
800, "Sequential", 0.000066
800, "Parallel", 0.014656
800, "Built-in", 0.000091
500, "Sequential", 0.000041
500, "Parallel", 0.010769
500, "Built-in", 0.000056
600, "Sequential", 0.000050
600, "Parallel", 0.009487
600, "Built-in", 0.000071
500, "Sequential", 0.000040
500, "Parallel", 0.009903
500, "Built-in", 0.000059
400, "Sequential", 0.000033
400, "Parallel", 0.007744
400, "Built-in", 0.000043
700, "Sequential", 0.000059
700, "Parallel", 0.012336
700, "Built-in", 0.000082
200, "Sequential", 0.000015
200, "Parallel", 0.005749
200, "Built-in", 0.000024
500, "Sequential", 0.000041
500, "Parallel", 0.009773
500, "Built-in", 0.000062
200, "Sequential", 0.000015
200, "Parallel", 0.006098
200, "Built-in", 0.000029
1000, "Sequential", 0.000090
1000, "Parallel", 0.017493
1000, "Built-in", 0.000112
300, "Sequential", 0.000023
300, "Parallel", 0.005011
300, "Built-in", 0.000046
100, "Sequential", 0.000007
100, "Parallel", 0.004077
100, "Built-in", 0.000008
600, "Sequential", 0.000048
600, "Parallel", 0.007227
600, "Built-in", 0.000071
200, "Sequential", 0.000014
200, "Parallel", 0.007464
200, "Built-in", 0.000028
300, "Sequential", 0.000023
300, "Parallel", 0.006919
300, "Built-in", 0.000037
700, "Sequential", 0.000059
700, "Parallel", 0.007813
700, "Built-in", 0.000082
700, "Sequential", 0.000059
700, "Parallel", 0.007080
700, "Built-in", 0.000081
900, "Sequential", 0.000078
900, "Parallel", 0.023206
900, "Built-in", 0.000102
100, "Sequential", 0.000007
100, "Parallel", 0.004350
100, "Built-in", 0.000008
800, "Sequential", 0.000067
800, "Parallel", 0.010754
800, "Built-in", 0.000090
300, "Sequential", 0.000024
300, "Parallel", 0.006812
300, "Built-in", 0.000038
500, "Sequential", 0.000041
500, "Parallel", 0.011053
500, "Built-in", 0.000064
100, "Sequential", 0.000007
100, "Parallel", 0.004393
100, "Built-in", 0.000009
200, "Sequential", 0.000015
200, "Parallel", 0.011582
200, "Built-in", 0.000043
600, "Sequential", 0.000050
600, "Parallel", 0.009071
600, "Built-in", 0.000074
600, "Sequential", 0.000050
600, "Parallel", 0.009689
600, "Built-in", 0.000071
1000, "Sequential", 0.000087
1000, "Parallel", 0.013489
1000, "Built-in", 0.000113
100, "Sequential", 0.000007
100, "Parallel", 0.003554
100, "Built-in", 0.000009
400, "Sequential", 0.000032
400, "Parallel", 0.011228
400, "Built-in", 0.000052
700, "Sequential", 0.000060
700, "Parallel", 0.008958
700, "Built-in", 0.000079
500, "Sequential", 0.000041
500, "Parallel", 0.010776
500, "Built-in", 0.000060
400, "Sequential", 0.000030
400, "Parallel", 0.007260
400, "Built-in", 0.000043
400, "Sequential", 0.000062
400, "Parallel", 0.011847
400, "Built-in", 0.000043
300, "Sequential", 0.000023
300, "Parallel", 0.006931
300, "Built-in", 0.000038
1000, "Sequential", 0.000086
1000, "Parallel", 0.013358
1000, "Built-in", 0.000109
600, "Sequential", 0.000050
600, "Parallel", 0.010142
600, "Built-in", 0.000067
800, "Sequential", 0.000069
800, "Parallel", 0.013469
800, "Built-in", 0.000089
200, "Sequential", 0.000015
200, "Parallel", 0.006345
200, "Built-in", 0.000029
1000, "Sequential", 0.000087
1000, "Parallel", 0.011862
1000, "Built-in", 0.000111
600, "Sequential", 0.000049
600, "Parallel", 0.008123
600, "Built-in", 0.000081
500, "Sequential", 0.000042
500, "Parallel", 0.021411
500, "Built-in", 0.000108
700, "Sequential", 0.000059
700, "Parallel", 0.016583
700, "Built-in", 0.000137
100, "Sequential", 0.000014
100, "Parallel", 0.003215
100, "Built-in", 0.000008
300, "Sequential", 0.000023
300, "Parallel", 0.013440
300, "Built-in", 0.000069
900, "Sequential", 0.000078
900, "Parallel", 0.018900
900, "Built-in", 0.000100
700, "Sequential", 0.000059
700, "Parallel", 0.008569
700, "Built-in", 0.000083
300, "Sequential", 0.000023
300, "Parallel", 0.006769
300, "Built-in", 0.000039
900, "Sequential", 0.000079
900, "Parallel", 0.013841
900, "Built-in", 0.000104
500, "Sequential", 0.000042
500, "Parallel", 0.009833
500, "Built-in", 0.000060
900, "Sequential", 0.000078
900, "Parallel", 0.015822
900, "Built-in", 0.000103
200, "Sequential", 0.000014
200, "Parallel", 0.005086
200, "Built-in", 0.000027
100, "Sequential", 0.000007
100, "Parallel", 0.003427
100, "Built-in", 0.000008
700, "Sequential", 0.000059
700, "Parallel", 0.010057
700, "Built-in", 0.000082
1000, "Sequential", 0.000089
1000, "Parallel", 0.011375
1000, "Built-in", 0.000110
100, "Sequential", 0.000007
100, "Parallel", 0.004088
100, "Built-in", 0.000008
900, "Sequential", 0.000079
900, "Parallel", 0.020578
900, "Built-in", 0.000104
400, "Sequential", 0.000031
400, "Parallel", 0.007807
400, "Built-in", 0.000053
500, "Sequential", 0.000042
500, "Parallel", 0.008817
500, "Built-in", 0.000057
100, "Sequential", 0.000006
100, "Parallel", 0.003168
100, "Built-in", 0.000008
1000, "Sequential", 0.000087
1000, "Parallel", 0.012366
1000, "Built-in", 0.000111
300, "Sequential", 0.000023
300, "Parallel", 0.007725
300, "Built-in", 0.000037
400, "Sequential", 0.000031
400, "Parallel", 0.007575
400, "Built-in", 0.000055
200, "Sequential", 0.000015
200, "Parallel", 0.006286
200, "Built-in", 0.000029
900, "Sequential", 0.000078
900, "Parallel", 0.015335
900, "Built-in", 0.000102
500, "Sequential", 0.000041
500, "Parallel", 0.009919
500, "Built-in", 0.000058
200, "Sequential", 0.000015
200, "Parallel", 0.005603
200, "Built-in", 0.000025
1000, "Sequential", 0.000087
1000, "Parallel", 0.013567
1000, "Built-in", 0.000115
100, "Sequential", 0.000007
100, "Parallel", 0.003819
100, "Built-in", 0.000008
1000, "Sequential", 0.000087
1000, "Parallel", 0.014400
1000, "Built-in", 0.000138
200, "Sequential", 0.000015
200, "Parallel", 0.005918
200, "Built-in", 0.000025
200, "Sequential", 0.000015
200, "Parallel", 0.005493
200, "Built-in", 0.000024
700, "Sequential", 0.000061
700, "Parallel", 0.010494
700, "Built-in", 0.000076
500, "Sequential", 0.000042
500, "Parallel", 0.008715
500, "Built-in", 0.000058
400, "Sequential", 0.000031
400, "Parallel", 0.009501
400, "Built-in", 0.000048
900, "Sequential", 0.000079
900, "Parallel", 0.014488
900, "Built-in", 0.000098
300, "Sequential", 0.000023
300, "Parallel", 0.006791
300, "Built-in", 0.000038
1000, "Sequential", 0.000086
1000, "Parallel", 0.014056
1000, "Built-in", 0.000114
100, "Sequential", 0.000007
100, "Parallel", 0.003926
100, "Built-in", 0.000009
300, "Sequential", 0.000023
300, "Parallel", 0.007833
300, "Built-in", 0.000041
700, "Sequential", 0.000059
700, "Parallel", 0.011249
700, "Built-in", 0.000080
700, "Sequential", 0.000060
700, "Parallel", 0.008170
700, "Built-in", 0.000077
400, "Sequential", 0.000031
400, "Parallel", 0.010043
400, "Built-in", 0.000048
500, "Sequential", 0.000042
500, "Parallel", 0.012798
500, "Built-in", 0.000061
1000, "Sequential", 0.000086
1000, "Parallel", 0.013696
1000, "Built-in", 0.000113
700, "Sequential", 0.000059
700, "Parallel", 0.009634
700, "Built-in", 0.000076
1000, "Sequential", 0.000086
1000, "Parallel", 0.014647
1000, "Built-in", 0.000112
700, "Sequential", 0.000059
700, "Parallel", 0.010169
700, "Built-in", 0.000084
800, "Sequential", 0.000068
800, "Parallel", 0.011631
800, "Built-in", 0.000091
600, "Sequential", 0.000048
600, "Parallel", 0.008056
600, "Built-in", 0.000068
200, "Sequential", 0.000015
200, "Parallel", 0.008575
200, "Built-in", 0.000031
700, "Sequential", 0.000059
700, "Parallel", 0.011328
700, "Built-in", 0.000084
1000, "Sequential", 0.000086
1000, "Parallel", 0.011887
1000, "Built-in", 0.000117
